dataset,arm,config,fold,exploratory,bacc,per_class_recall,qwk,macro_mae,bacc_leakex,n_leaked,train_acc,a_ratio,pair_cos,row_cos,wnorm_ratio,wnorm_spearman
oral_diseases,affine_offset,offset,1,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7911900964532543,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 0.9090909090909091, 0.47368421052631576, 0.8333333333333334]",,0.4368932038834951,,0,,1.0,0.9999999914850507,1.0,,
oral_diseases,affine_scale,scale,1,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7812030075187969,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.5, 1.0, 0.3684210526315789, 0.8333333333333334]",,0.4563106796116505,,0,,1.3275959491729736,0.9985763998258681,1.0,,
oral_diseases,affine_taunorm,tau=0.1,1,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7911900964532543,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 0.9090909090909091, 0.47368421052631576, 0.8333333333333334]",,0.44660194174757284,,0,,,,,1.6330780982971191,-0.3571428571428572
oral_diseases,vs,"g=0.2,t=0.5",1,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7887218045112782,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.5, 1.0, 0.42105263157894735, 0.8333333333333334]",,0.4368932038834951,,0,1.0,,0.9974777556601024,0.9976091384887695,,
oral_diseases,vs_la_corner,"g=0,t=1",1,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.8041771094402673,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 1.0, 0.47368421052631576, 0.8333333333333334]",,0.4077669902912621,,0,,,0.99714347862062,0.9972043037414551,,
oral_diseases,wd_ce,wd=0.1,1,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7962406015037594,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.5, 1.0, 0.47368421052631576, 0.8333333333333334]",,0.44660194174757284,,0,1.0,,,0.9989051818847656,,
oral_diseases,wd_wce,wd=1.0,1,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7713488266119846,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.5, 0.9090909090909091, 0.47368421052631576, 0.75]",,0.49514563106796117,,0,1.0,,,0.9331583976745605,,
oral_diseases,A0,ce·wd1e-4,2,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7217190704032809,"[0.875, 1.0, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.631578947368421, 0.6666666666666666]",,0.5048543689320388,,0,1.0,,,,,
oral_diseases,A2,wce·wd1e-4,2,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7227111338953444,"[0.9375, 1.0, 0.6666666666666666, 0.6111111111111112, 0.5454545454545454, 0.631578947368421, 0.6666666666666666]",,0.47572815533980584,,0,1.0,,,,,
oral_diseases,affine,full,2,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7307378294220399,"[0.875, 1.0, 0.75, 0.5555555555555556, 0.6363636363636364, 0.631578947368421, 0.6666666666666666]",,0.49514563106796117,,0,,1.5700114965438843,0.9952907846087501,1.0,,
oral_diseases,affine_offset,offset,2,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7256873243715349,"[0.875, 1.0, 0.75, 0.6111111111111112, 0.5454545454545454, 0.631578947368421, 0.6666666666666666]",,0.4854368932038835,,0,,1.0,0.9999999829701015,1.0,,
oral_diseases,affine_scale,scale,2,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7296555783397889,"[0.875, 1.0, 0.8333333333333334, 0.5555555555555556, 0.5454545454545454, 0.631578947368421, 0.6666666666666666]",,0.47572815533980584,,0,,1.3543696403503418,0.9979332997685387,1.0,,
oral_diseases,affine_taunorm,tau=0.6,2,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.6882262474367737,"[0.875, 1.0, 0.6666666666666666, 0.6666666666666666, 0.36363636363636365, 0.5789473684210527, 0.6666666666666666]",,0.5533980582524272,,0,,,,,1.599462866783142,-0.28571428571428575
oral_diseases,vs,"g=0.3,t=1.5",2,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.747693096377307,"[0.875, 1.0, 0.8333333333333334, 0.5, 0.7272727272727273, 0.631578947368421, 0.6666666666666666]",,0.46601941747572817,,0,0.9951573849878934,,0.9922052763757252,0.9924817085266113,,
oral_diseases,vs_la_corner,"g=0,t=1",2,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.713782562466773,"[0.875, 1.0, 0.6666666666666666, 0.6111111111111112, 0.5454545454545454, 0.631578947368421, 0.6666666666666666]",,0.5145631067961165,,0,,,0.9976653030940464,0.997664749622345,,
oral_diseases,wd_ce,wd=0.01,2,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7217190704032809,"[0.875, 1.0, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.631578947368421, 0.6666666666666666]",,0.5048543689320388,,0,1.0,,,0.9999909400939941,,
oral_diseases,wd_wce,wd=0.0001,2,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7227111338953444,"[0.9375, 1.0, 0.6666666666666666, 0.6111111111111112, 0.5454545454545454, 0.631578947368421, 0.6666666666666666]",,0.47572815533980584,,0,1.0,,,0.9932698011398315,,
oral_diseases,A0,ce·wd1e-4,3,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7454878454878455,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.5, 0.6363636363636364, 0.6666666666666666, 0.9230769230769231]",,0.42718446601941745,,0,1.0,,,,,
oral_diseases,A2,wce·wd1e-4,3,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7454878454878455,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.5, 0.6363636363636364, 0.6666666666666666, 0.9230769230769231]",,0.42718446601941745,,0,1.0,,,,,
oral_diseases,affine,full,3,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7584748584748586,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.5, 0.7272727272727273, 0.6666666666666666, 0.9230769230769231]",,0.4174757281553398,,0,,1.4146679639816284,0.9978865214756557,1.0,,
oral_diseases,affine_offset,offset,3,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7454878454878455,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.5, 0.6363636363636364, 0.6666666666666666, 0.9230769230769231]",,0.42718446601941745,,0,,1.0,1.0000000283831643,1.0,,
oral_diseases,affine_scale,scale,3,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7505383505383507,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.4444444444444444, 0.7272727272727273, 0.6666666666666666, 0.9230769230769231]",,0.4368932038834951,,0,,1.2036876678466797,0.9990437144324893,1.0,,
oral_diseases,affine_taunorm,tau=0.4,3,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7344988344988346,"[0.8666666666666667, 0.9333333333333333, 0.6153846153846154, 0.5, 0.6363636363636364, 0.6666666666666666, 0.9230769230769231]",,0.4368932038834951,,0,,,,,1.5684484243392944,0.1785714285714286
oral_diseases,vs,"g=0.3,t=1.0",3,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7714618714618716,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.5, 0.8181818181818182, 0.6666666666666666, 0.9230769230769231]",,0.3883495145631068,,0,0.9951573849878934,,0.9939646692503066,0.9941995739936829,,
oral_diseases,vs_la_corner,"g=0,t=1",3,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7584748584748586,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.5, 0.7272727272727273, 0.6666666666666666, 0.9230769230769231]",,0.4174757281553398,,0,,,0.9974398385910761,0.9974424242973328,,
oral_diseases,wd_ce,wd=0.3,3,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7534243534243534,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.5, 0.6363636363636364, 0.7222222222222222, 0.9230769230769231]",,0.4077669902912621,,0,1.0,,,0.9892135858535767,,
oral_diseases,wd_wce,wd=1.0,3,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7692973692973694,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.6666666666666666, 0.6363636363636364, 0.6666666666666666, 0.9230769230769231]",,0.4077669902912621,,0,1.0,,,0.9321132898330688,,
oral_diseases,A0,ce·wd1e-4,4,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.770840562945826,"[0.75, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6, 0.7894736842105263, 0.9230769230769231]",,0.46601941747572817,,0,1.0,,,,,
oral_diseases,A2,wce·wd1e-4,4,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7565548486601118,"[0.75, 1.0, 0.6666666666666666, 0.6666666666666666, 0.5, 0.7894736842105263, 0.9230769230769231]",,0.4854368932038835,,0,1.0,,,,,
oral_diseases,affine,full,4,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7499518025833815,"[0.75, 1.0, 0.75, 0.6666666666666666, 0.5, 0.7368421052631579, 0.8461538461538461]",,0.49514563106796117,,0,,1.4763509035110474,0.9957622970853534,1.0,,
oral_diseases,affine_offset,offset,4,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7609408135723925,"[0.75, 1.0, 0.75, 0.6666666666666666, 0.5, 0.7368421052631579, 0.9230769230769231]",,0.4368932038834951,,0,,1.0,0.9999999829701015,1.0,,
oral_diseases,affine_scale,scale,4,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7563010089325878,"[0.75, 1.0, 0.75, 0.6111111111111112, 0.6, 0.7368421052631579, 0.8461538461538461]",,0.4854368932038835,,0,,1.3757041692733765,0.9979541017895653,1.0,,
oral_diseases,affine_taunorm,tau=0.2,4,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.770840562945826,"[0.75, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6, 0.7894736842105263, 0.9230769230769231]",,0.46601941747572817,,0,,,,,1.6189985275268555,-0.14285714285714288
oral_diseases,vs,"g=0.4,t=1.5",4,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7593535119850909,"[0.75, 1.0, 0.75, 0.5555555555555556, 0.6, 0.7368421052631579, 0.9230769230769231]",,0.4368932038834951,,0,0.9951573849878934,,0.9912136282239642,0.9916618466377258,,
oral_diseases,vs_la_corner,"g=0,t=1",4,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.755385258016837,"[0.75, 1.0, 0.6666666666666666, 0.6111111111111112, 0.6, 0.7368421052631579, 0.9230769230769231]",,0.4854368932038835,,0,,,0.997650751045772,0.997684121131897,,
oral_diseases,wd_ce,wd=1.0,4,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7464815885868517,"[0.75, 1.0, 0.75, 0.6666666666666666, 0.5, 0.7894736842105263, 0.7692307692307693]",,0.47572815533980584,,0,1.0,,,0.9349526166915894,,
oral_diseases,wd_wce,wd=0.3,4,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7684596105648737,"[0.75, 1.0, 0.75, 0.6666666666666666, 0.5, 0.7894736842105263, 0.9230769230769231]",,0.4077669902912621,,0,1.0,,,0.9836075901985168,,
oral_diseases,A0,ce·wd1e-4,5,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7423967845020477,"[1.0, 0.9333333333333333, 0.6666666666666666, 0.5555555555555556, 0.6363636363636364, 0.7894736842105263, 0.6153846153846154]",,0.3942307692307692,,0,1.0,,,,,
oral_diseases,A2,wce·wd1e-4,5,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7423967845020477,"[1.0, 0.9333333333333333, 0.6666666666666666, 0.5555555555555556, 0.6363636363636364, 0.7894736842105263, 0.6153846153846154]",,0.3942307692307692,,0,1.0,,,,,
oral_diseases,affine,full,5,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7647925174240964,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.4444444444444444, 0.6363636363636364, 0.7368421052631579, 0.7692307692307693]",,0.375,,0,,1.365073800086975,0.9975696007410685,1.0,,
oral_diseases,affine_offset,offset,5,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7573540494593126,"[1.0, 0.9333333333333333, 0.75, 0.5, 0.6363636363636364, 0.7894736842105263, 0.6923076923076923]",,0.38461538461538464,,0,,1.0,0.9999999772934687,1.0,,
oral_diseases,affine_scale,scale,5,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7647925174240964,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.4444444444444444, 0.6363636363636364, 0.7368421052631579, 0.7692307692307693]",,0.375,,0,,1.2116631269454956,0.9986818574723744,1.0,,
oral_diseases,affine_taunorm,tau=0.1,5,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7423967845020477,"[1.0, 0.9333333333333333, 0.6666666666666666, 0.5555555555555556, 0.6363636363636364, 0.7894736842105263, 0.6153846153846154]",,0.3942307692307692,,0,,,,,1.5815311670303345,-0.10714285714285716
oral_diseases,vs,"g=0.4,t=0.0",5,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7907665433981224,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.4444444444444444, 0.8181818181818182, 0.7368421052631579, 0.7692307692307693]",,0.3557692307692308,,0,1.0,,0.9968319819087074,0.9970389008522034,,
oral_diseases,vs_la_corner,"g=0,t=1",5,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7423967845020477,"[1.0, 0.9333333333333333, 0.6666666666666666, 0.5555555555555556, 0.6363636363636364, 0.7894736842105263, 0.6153846153846154]",,0.3942307692307692,,0,,,0.9974100305920556,0.9972538948059082,,
oral_diseases,wd_ce,wd=0.01,5,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7423967845020477,"[1.0, 0.9333333333333333, 0.6666666666666666, 0.5555555555555556, 0.6363636363636364, 0.7894736842105263, 0.6153846153846154]",,0.3942307692307692,,0,1.0,,,0.9999902248382568,,
oral_diseases,wd_wce,wd=0.3,5,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7652905573958205,"[1.0, 0.9333333333333333, 0.75, 0.5555555555555556, 0.6363636363636364, 0.7894736842105263, 0.6923076923076923]",,0.38461538461538464,,0,1.0,,,0.983716607093811,,
oral_diseases,A0,ce·wd1e-4,6,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7286426293005241,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.6842105263157895, 0.6666666666666666]",,0.44660194174757284,,0,1.0,,,,,
oral_diseases,A2,wce·wd1e-4,6,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7286426293005241,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.6842105263157895, 0.6666666666666666]",,0.44660194174757284,,0,1.0,,,,,
oral_diseases,affine,full,6,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7246743753322701,"[0.9375, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 0.5454545454545454, 0.6842105263157895, 0.5833333333333334]",,0.5242718446601942,,0,,1.460210919380188,0.9961566470918202,1.0,,
oral_diseases,affine_offset,offset,6,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7326108832687781,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6111111111111112, 0.5454545454545454, 0.6842105263157895, 0.75]",,0.44660194174757284,,0,,1.0,0.9999999772934687,1.0,,
oral_diseases,affine_scale,scale,6,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.737661388319283,"[0.9375, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 0.6363636363636364, 0.6842105263157895, 0.5833333333333334]",,0.5436893203883495,,0,,1.1985989809036255,0.9990066346668062,1.0,,
oral_diseases,affine_taunorm,tau=0.0,6,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7286426293005241,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.6842105263157895, 0.6666666666666666]",,0.44660194174757284,,0,,,,,1.6450706720352173,0.07142857142857144
oral_diseases,vs,"g=0.4,t=0.5",6,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7536245917824865,"[0.875, 0.9333333333333333, 0.75, 0.5555555555555556, 0.7272727272727273, 0.6842105263157895, 0.75]",,0.5145631067961165,,0,0.9975786924939467,,0.9944187317575727,0.9947040677070618,,
oral_diseases,vs_la_corner,"g=0,t=1",6,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7257566264145213,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.5555555555555556, 0.6363636363636364, 0.6842105263157895, 0.6666666666666666]",,0.49514563106796117,,0,,,0.9971872227532523,0.9972031116485596,,
oral_diseases,wd_ce,wd=1.0,6,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.749566150224045,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.7222222222222222, 0.6363636363636364, 0.6842105263157895, 0.6666666666666666]",,0.4174757281553398,,0,1.0,,,0.9395199418067932,,
oral_diseases,wd_wce,wd=0.1,6,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7286426293005241,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.6842105263157895, 0.6666666666666666]",,0.44660194174757284,,0,1.0,,,0.9923650622367859,,
oral_diseases,A0,ce·wd1e-4,7,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7395192526771474,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 0.9090909090909091, 0.6842105263157895, 0.5833333333333334]",,0.4563106796116505,,0,1.0,,,,,
oral_diseases,A2,wce·wd1e-4,7,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7395192526771474,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 0.9090909090909091, 0.6842105263157895, 0.5833333333333334]",,0.4563106796116505,,0,1.0,,,,,
oral_diseases,affine,full,7,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.737468671679198,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 1.0, 0.5789473684210527, 0.5833333333333334]",,0.47572815533980584,,0,,1.5716803073883057,0.9952871373721531,1.0,,
oral_diseases,affine_offset,offset,7,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7320004556846662,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 0.9090909090909091, 0.631578947368421, 0.5833333333333334]",,0.46601941747572817,,0,,1.0,0.9999999574252537,1.0,,
oral_diseases,affine_scale,scale,7,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7240639477481583,"[0.75, 1.0, 0.5833333333333334, 0.6111111111111112, 0.9090909090909091, 0.631578947368421, 0.5833333333333334]",,0.4854368932038835,,0,,1.2920305728912354,0.9978927884783063,1.0,,
oral_diseases,affine_taunorm,tau=0.0,7,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7395192526771474,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 0.9090909090909091, 0.6842105263157895, 0.5833333333333334]",,0.4563106796116505,,0,,,,,1.684744954109192,0.07142857142857144
oral_diseases,vs,"g=0.4,t=0.0",7,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.737468671679198,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 1.0, 0.5789473684210527, 0.5833333333333334]",,0.4174757281553398,,0,0.9951573849878934,,0.9965770783878508,0.9968152046203613,,
oral_diseases,vs_la_corner,"g=0,t=1",7,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7320004556846662,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 0.9090909090909091, 0.631578947368421, 0.5833333333333334]",,0.46601941747572817,,0,,,0.9972303736777532,0.9972992539405823,,
oral_diseases,wd_ce,wd=1.0,7,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7259370015948964,"[0.8125, 0.9333333333333333, 0.5833333333333334, 0.6666666666666666, 0.8181818181818182, 0.6842105263157895, 0.5833333333333334]",,0.44660194174757284,,0,1.0,,,0.9397761225700378,,
oral_diseases,wd_wce,wd=1.0,7,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.730322966507177,"[0.8125, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.8181818181818182, 0.631578947368421, 0.5833333333333334]",,0.44660194174757284,,0,1.0,,,0.9355085492134094,,
oral_diseases,A0,ce·wd1e-4,8,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7984459984459985,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.9230769230769231]",,0.4563106796116505,,0,1.0,,,,,
oral_diseases,A2,wce·wd1e-4,8,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7984459984459985,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.9230769230769231]",,0.4563106796116505,,0,1.0,,,,,
oral_diseases,affine,full,8,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.8014985014985015,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6111111111111112, 0.8181818181818182, 0.5555555555555556, 1.0]",,0.46601941747572817,,0,,1.4844894409179688,0.9965146921929859,1.0,,
oral_diseases,affine_offset,offset,8,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7984459984459985,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.9230769230769231]",,0.46601941747572817,,0,,1.0,0.9999999943233672,1.0,,
oral_diseases,affine_scale,scale,8,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7935619935619936,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.5555555555555556, 0.8181818181818182, 0.5555555555555556, 1.0]",,0.46601941747572817,,0,,1.3836252689361572,0.9975867157890683,1.0,,
oral_diseases,affine_taunorm,tau=0.4,8,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7984459984459985,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.9230769230769231]",,0.4563106796116505,,0,,,,,1.649510383605957,-0.3214285714285715
oral_diseases,vs,"g=0.4,t=1.5",8,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.8014985014985015,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5, 1.0]",,0.42718446601941745,,0,0.9975786924939467,,0.99000331617537,0.9903578758239746,,
oral_diseases,vs_la_corner,"g=0,t=1",8,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7984459984459985,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.9230769230769231]",,0.4563106796116505,,0,,,0.9975864518256414,0.997597873210907,,
oral_diseases,wd_ce,wd=1.0,8,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7968586968586967,"[0.9333333333333333, 0.9333333333333333, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.6111111111111112, 0.9230769230769231]",,0.4174757281553398,,0,1.0,,,0.9358618259429932,,
oral_diseases,wd_wce,wd=1.0,8,탐색적/exploratory (w13 · 판정 아님 / not a verdict),0.7968586968586967,"[0.9333333333333333, 0.9333333333333333, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.6111111111111112, 0.9230769230769231]",,0.4174757281553398,,0,1.0,,,0.9304134249687195,,
