dataset,arm,mode,fold,bacc,per_class_recall,n_train,n_test,exploratory
oral_diseases,A0,full,5,0.7647925174240964,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.4444444444444444, 0.6363636363636364, 0.7368421052631579, 0.7692307692307693]",412,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,offset,5,0.7573540494593126,"[1.0, 0.9333333333333333, 0.75, 0.5, 0.6363636363636364, 0.7894736842105263, 0.6923076923076923]",412,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,scale,5,0.7647925174240964,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.4444444444444444, 0.6363636363636364, 0.7368421052631579, 0.7692307692307693]",412,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,none,6,0.7286426293005241,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.6842105263157895, 0.6666666666666666]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,full,6,0.7246743753322701,"[0.9375, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 0.5454545454545454, 0.6842105263157895, 0.5833333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,offset,6,0.7326108832687781,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6111111111111112, 0.5454545454545454, 0.6842105263157895, 0.75]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,scale,6,0.737661388319283,"[0.9375, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 0.6363636363636364, 0.6842105263157895, 0.5833333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,none,7,0.7395192526771474,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 0.9090909090909091, 0.6842105263157895, 0.5833333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,full,7,0.737468671679198,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 1.0, 0.5789473684210527, 0.5833333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,offset,7,0.7320004556846662,"[0.75, 1.0, 0.5833333333333334, 0.6666666666666666, 0.9090909090909091, 0.631578947368421, 0.5833333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,scale,7,0.7240639477481583,"[0.75, 1.0, 0.5833333333333334, 0.6111111111111112, 0.9090909090909091, 0.631578947368421, 0.5833333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,none,8,0.7984459984459985,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.9230769230769231]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,full,8,0.8014985014985015,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6111111111111112, 0.8181818181818182, 0.5555555555555556, 1.0]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,offset,8,0.7984459984459985,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.9230769230769231]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,scale,8,0.7935619935619936,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.5555555555555556, 0.8181818181818182, 0.5555555555555556, 1.0]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,none,9,0.7071476768845191,"[0.875, 1.0, 0.6666666666666666, 0.6666666666666666, 0.6, 0.5263157894736842, 0.6153846153846154]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,full,9,0.7062070239701818,"[0.8125, 1.0, 0.6666666666666666, 0.4444444444444444, 0.7, 0.47368421052631576, 0.8461538461538461]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,offset,9,0.6853985926354348,"[0.8125, 1.0, 0.6666666666666666, 0.5, 0.6, 0.5263157894736842, 0.6923076923076923]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,scale,9,0.7062070239701818,"[0.8125, 1.0, 0.6666666666666666, 0.4444444444444444, 0.7, 0.47368421052631576, 0.8461538461538461]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,none,10,0.8059013355065987,"[0.9375, 1.0, 0.75, 0.5, 0.8181818181818182, 0.7894736842105263, 0.8461538461538461]",412,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,full,10,0.7992982894298682,"[0.9375, 1.0, 0.8333333333333334, 0.5, 0.8181818181818182, 0.7368421052631579, 0.7692307692307693]",412,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,offset,10,0.8039033335085968,"[0.9375, 1.0, 0.75, 0.5, 0.7272727272727273, 0.7894736842105263, 0.9230769230769231]",412,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,scale,10,0.7903697180012969,"[0.875, 1.0, 0.8333333333333334, 0.5, 0.8181818181818182, 0.7368421052631579, 0.7692307692307693]",412,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,none,11,0.6732579554947976,"[0.9375, 0.9333333333333333, 0.6666666666666666, 0.6111111111111112, 0.45454545454545453, 0.5263157894736842, 0.5833333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,full,11,0.6831121364016102,"[0.9375, 0.9333333333333333, 0.75, 0.6111111111111112, 0.5454545454545454, 0.42105263157894735, 0.5833333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,offset,11,0.6950168983063721,"[0.9375, 0.9333333333333333, 0.75, 0.6111111111111112, 0.5454545454545454, 0.42105263157894735, 0.6666666666666666]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,scale,11,0.6751756284651022,"[0.9375, 0.9333333333333333, 0.75, 0.5555555555555556, 0.5454545454545454, 0.42105263157894735, 0.5833333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,none,12,0.743724842409053,"[0.875, 1.0, 0.6666666666666666, 0.5555555555555556, 0.7272727272727273, 0.631578947368421, 0.75]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,full,12,0.7844896331738437,"[0.875, 1.0, 0.8333333333333334, 0.5, 0.8181818181818182, 0.631578947368421, 0.8333333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,offset,12,0.76068010936432,"[0.875, 1.0, 0.75, 0.5, 0.8181818181818182, 0.631578947368421, 0.75]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,scale,12,0.7844896331738437,"[0.875, 1.0, 0.8333333333333334, 0.5, 0.8181818181818182, 0.631578947368421, 0.8333333333333334]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,none,13,0.7233433233433233,"[0.8666666666666667, 0.9333333333333333, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454, 0.6666666666666666, 0.6153846153846154]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,full,13,0.7154068154068154,"[0.8666666666666667, 0.9333333333333333, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454, 0.6111111111111112, 0.6153846153846154]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,offset,13,0.7248085248085249,"[0.8, 0.9333333333333333, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454, 0.6666666666666666, 0.6923076923076923]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,scale,13,0.7249306249306249,"[0.9333333333333333, 0.9333333333333333, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454, 0.6111111111111112, 0.6153846153846154]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,none,14,0.7780918642760748,"[0.8125, 1.0, 0.6666666666666666, 0.6666666666666666, 0.9, 0.631578947368421, 0.7692307692307693]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,full,14,0.7855303322408586,"[0.8125, 1.0, 0.75, 0.6111111111111112, 0.9, 0.5789473684210527, 0.8461538461538461]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,offset,14,0.7824778291883555,"[0.8125, 1.0, 0.75, 0.6666666666666666, 0.9, 0.5789473684210527, 0.7692307692307693]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A0,scale,14,0.7934668401773665,"[0.8125, 1.0, 0.75, 0.6666666666666666, 0.9, 0.5789473684210527, 0.8461538461538461]",413,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,0,0.7031429827482459,"[0.9375, 1.0, 0.5, 0.6111111111111112, 0.5454545454545454, 0.7894736842105263, 0.5384615384615384]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,0,0.6876113652429442,"[0.875, 1.0, 0.5833333333333334, 0.6111111111111112, 0.5454545454545454, 0.7368421052631579, 0.46153846153846156]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,0,0.6866956143271932,"[0.875, 1.0, 0.5, 0.6111111111111112, 0.5454545454545454, 0.7368421052631579, 0.5384615384615384]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,0,0.6876113652429442,"[0.875, 1.0, 0.5833333333333334, 0.6111111111111112, 0.5454545454545454, 0.7368421052631579, 0.46153846153846156]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,1,0.7644945697577278,"[1.0, 0.9333333333333333, 0.75, 0.4444444444444444, 1.0, 0.47368421052631576, 0.75]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,1,0.7569757727652464,"[1.0, 0.9333333333333333, 0.75, 0.4444444444444444, 1.0, 0.42105263157894735, 0.75]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,1,0.7688805346700083,"[1.0, 0.9333333333333333, 0.75, 0.4444444444444444, 1.0, 0.42105263157894735, 0.8333333333333334]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,1,0.7569757727652464,"[1.0, 0.9333333333333333, 0.75, 0.4444444444444444, 1.0, 0.42105263157894735, 0.75]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,2,0.6589485076327181,"[0.875, 1.0, 0.6666666666666666, 0.6666666666666666, 0.2727272727272727, 0.631578947368421, 0.5]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,2,0.6877183489025595,"[0.9375, 1.0, 0.6666666666666666, 0.5555555555555556, 0.2727272727272727, 0.631578947368421, 0.75]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,2,0.6748215235057341,"[0.875, 1.0, 0.6666666666666666, 0.6111111111111112, 0.2727272727272727, 0.631578947368421, 0.6666666666666666]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,2,0.6801995519100783,"[0.9375, 1.0, 0.6666666666666666, 0.5555555555555556, 0.2727272727272727, 0.5789473684210527, 0.75]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,3,0.7664113664113665,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.5555555555555556, 0.7272727272727273, 0.6666666666666666, 0.9230769230769231]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,3,0.7505383505383507,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.4444444444444444, 0.7272727272727273, 0.6666666666666666, 0.9230769230769231]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,3,0.7505383505383507,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.4444444444444444, 0.7272727272727273, 0.6666666666666666, 0.9230769230769231]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,3,0.7505383505383507,"[0.8666666666666667, 0.9333333333333333, 0.6923076923076923, 0.4444444444444444, 0.7272727272727273, 0.6666666666666666, 0.9230769230769231]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,4,0.7556294582610371,"[0.75, 1.0, 0.6666666666666666, 0.6666666666666666, 0.7, 0.7368421052631579, 0.7692307692307693]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,4,0.7417614549193496,"[0.75, 1.0, 0.6666666666666666, 0.7222222222222222, 0.6, 0.6842105263157895, 0.7692307692307693]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,4,0.7492802519118308,"[0.75, 1.0, 0.6666666666666666, 0.7222222222222222, 0.6, 0.7368421052631579, 0.7692307692307693]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,4,0.7356524323629587,"[0.8125, 1.0, 0.6666666666666666, 0.7222222222222222, 0.6, 0.5789473684210527, 0.7692307692307693]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,5,0.7718132744448534,"[1.0, 0.9333333333333333, 0.75, 0.5, 0.6363636363636364, 0.7368421052631579, 0.8461538461538461]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,5,0.7689272715588504,"[1.0, 0.9333333333333333, 0.75, 0.3888888888888889, 0.7272727272727273, 0.7368421052631579, 0.8461538461538461]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,5,0.7848002874318664,"[1.0, 0.9333333333333333, 0.75, 0.5, 0.7272727272727273, 0.7368421052631579, 0.8461538461538461]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,5,0.7808320334636123,"[1.0, 0.9333333333333333, 0.8333333333333334, 0.3888888888888889, 0.7272727272727273, 0.7368421052631579, 0.8461538461538461]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,6,0.779066985645933,"[0.875, 0.9333333333333333, 0.6666666666666666, 0.8333333333333334, 0.6363636363636364, 0.8421052631578947, 0.6666666666666666]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,6,0.7644471026049974,"[0.875, 0.9333333333333333, 0.75, 0.7222222222222222, 0.6363636363636364, 0.6842105263157895, 0.75]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,6,0.7909717475506949,"[0.875, 0.9333333333333333, 0.6666666666666666, 0.8333333333333334, 0.6363636363636364, 0.8421052631578947, 0.75]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,6,0.7849529125844915,"[0.875, 0.9333333333333333, 0.75, 0.7222222222222222, 0.7272727272727273, 0.7368421052631579, 0.75]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,7,0.6946960203539151,"[0.8125, 1.0, 0.5, 0.5555555555555556, 0.7272727272727273, 0.6842105263157895, 0.5833333333333334]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,7,0.6765255942887523,"[0.8125, 1.0, 0.5833333333333334, 0.5555555555555556, 0.7272727272727273, 0.47368421052631576, 0.5833333333333334]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,7,0.6871772233614338,"[0.8125, 1.0, 0.5, 0.5555555555555556, 0.7272727272727273, 0.631578947368421, 0.5833333333333334]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,7,0.6765255942887523,"[0.8125, 1.0, 0.5833333333333334, 0.5555555555555556, 0.7272727272727273, 0.47368421052631576, 0.5833333333333334]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,8,0.7953934953934952,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.7222222222222222, 0.8181818181818182, 0.5555555555555556, 0.8461538461538461]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,8,0.7874569874569873,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.8461538461538461]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,8,0.7874569874569873,"[0.9333333333333333, 1.0, 0.6923076923076923, 0.6666666666666666, 0.8181818181818182, 0.5555555555555556, 0.8461538461538461]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,8,0.7854589854589854,"[0.9333333333333333, 1.0, 0.7692307692307693, 0.6666666666666666, 0.7272727272727273, 0.5555555555555556, 0.8461538461538461]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,9,0.7065452091767881,"[0.75, 1.0, 0.6666666666666666, 0.5, 0.6, 0.7368421052631579, 0.6923076923076923]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,9,0.6917477989846411,"[0.8125, 1.0, 0.6666666666666666, 0.4444444444444444, 0.7, 0.5263157894736842, 0.6923076923076923]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,9,0.7079549836128783,"[0.8125, 1.0, 0.6666666666666666, 0.5, 0.6, 0.6842105263157895, 0.6923076923076923]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,9,0.6917477989846411,"[0.8125, 1.0, 0.6666666666666666, 0.4444444444444444, 0.7, 0.5263157894736842, 0.6923076923076923]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,10,0.7770413066465698,"[0.9375, 1.0, 0.75, 0.3888888888888889, 0.7272727272727273, 0.7894736842105263, 0.8461538461538461]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,10,0.7868954875533822,"[0.9375, 1.0, 0.8333333333333334, 0.3888888888888889, 0.8181818181818182, 0.6842105263157895, 0.8461538461538461]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,10,0.7729927236506183,"[0.9375, 1.0, 0.75, 0.3888888888888889, 0.7272727272727273, 0.6842105263157895, 0.9230769230769231]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,10,0.7868954875533822,"[0.9375, 1.0, 0.8333333333333334, 0.3888888888888889, 0.8181818181818182, 0.6842105263157895, 0.8461538461538461]",2060,104,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,11,0.6916894508999772,"[0.875, 0.9333333333333333, 0.6666666666666666, 0.8333333333333334, 0.45454545454545453, 0.5789473684210527, 0.5]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,11,0.6682976380344802,"[0.875, 0.9333333333333333, 0.6666666666666666, 0.7222222222222222, 0.45454545454545453, 0.5263157894736842, 0.5]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,11,0.6841706539074961,"[0.875, 0.9333333333333333, 0.6666666666666666, 0.8333333333333334, 0.45454545454545453, 0.5263157894736842, 0.5]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,11,0.660778841041999,"[0.875, 0.9333333333333333, 0.6666666666666666, 0.7222222222222222, 0.45454545454545453, 0.47368421052631576, 0.5]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,12,0.7538685729475203,"[0.9375, 1.0, 0.75, 0.4444444444444444, 0.6363636363636364, 0.8421052631578947, 0.6666666666666666]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,12,0.7502306903622694,"[0.9375, 0.9333333333333333, 0.75, 0.5, 0.7272727272727273, 0.7368421052631579, 0.6666666666666666]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,12,0.7538685729475203,"[0.9375, 1.0, 0.75, 0.4444444444444444, 0.6363636363636364, 0.8421052631578947, 0.6666666666666666]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,12,0.7422941824257615,"[0.9375, 0.9333333333333333, 0.75, 0.4444444444444444, 0.7272727272727273, 0.7368421052631579, 0.6666666666666666]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,none,13,0.7251748251748252,"[0.8666666666666667, 0.9333333333333333, 0.7692307692307693, 0.7777777777777778, 0.5454545454545454, 0.7222222222222222, 0.46153846153846156]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,full,13,0.6964812964812965,"[0.8666666666666667, 0.9333333333333333, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454, 0.5555555555555556, 0.5384615384615384]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,offset,13,0.7422688422688423,"[0.8666666666666667, 0.9333333333333333, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454, 0.7222222222222222, 0.6923076923076923]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
oral_diseases,A1,scale,13,0.7139416139416139,"[0.8666666666666667, 1.0, 0.7692307692307693, 0.6666666666666666, 0.5454545454545454, 0.6111111111111112, 0.5384615384615384]",2065,103,탐색적/exploratory (w17_afl · 판정 아님 / not a verdict)
