arm,dataset,fold,n_train,n_val,n_test,best_val_bacc,epochs_run,bacc,mcc,macro_mae,classmean_mae,per_class_recall,image_root,dp_on,lp,aug,std,wce,train_ce_best,bmix,alpha,blocks,split,splits_sha256
w16_ft2_g,aptos2019,14,2637,293,732,0.7077848575712145,18,0.6289449764803068,0.7008158613599504,0.2404371584699453,0.4636554742450794,"[0.9584487534626038, 0.5945945945945946, 0.775, 0.34210526315789475, 0.4745762711864407]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,False,0.4183904383240676,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,0,370,42,104,0.8964285714285714,17,0.7124518756097703,0.6736039034944237,0.4615384615384615,0.4516378358483622,"[0.9333333333333333, 0.9333333333333333, 0.8461538461538461, 0.6111111111111112, 0.36363636363636365, 0.6842105263157895, 0.6153846153846154]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.2788465876470912,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,1,372,41,103,0.8210884353741497,18,0.7107198357198357,0.6607320943044506,0.6213592233009708,0.6063103563103562,"[0.875, 1.0, 0.5833333333333334, 0.4444444444444444, 0.6363636363636364, 0.6666666666666666, 0.7692307692307693]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.2501291795210404,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,2,371,42,103,0.7285714285714286,16,0.8079241664767981,0.7768216703350352,0.4077669902912621,0.3894964684438368,"[0.6875, 1.0, 0.9166666666666666, 0.6111111111111112, 0.5454545454545454, 0.8947368421052632, 1.0]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.3620056455785578,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,3,371,42,103,0.7159863945578232,22,0.8144888736993999,0.7779750452211392,0.3106796116504854,0.3072074124705703,"[0.875, 1.0, 0.9166666666666666, 0.7777777777777778, 0.6363636363636364, 0.5789473684210527, 0.9166666666666666]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.1206681477752598,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,4,372,41,103,0.797108843537415,22,0.7631442388021336,0.7189294860642763,0.5048543689320388,0.4703039650408071,"[0.8125, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 0.6, 0.6842105263157895, 0.9230769230769231]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.0947662317617373,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,5,370,42,104,0.7392857142857144,28,0.816671267329162,0.7770424261856002,0.3557692307692308,0.3426814413656518,"[0.9375, 1.0, 0.75, 0.6666666666666666, 0.9090909090909091, 0.6842105263157895, 0.7692307692307693]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.041664763607762,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,6,371,42,103,0.7285714285714285,29,0.7906556163135112,0.7623778434026119,0.3495145631067961,0.3488076251234145,"[0.8125, 1.0, 0.8333333333333334, 0.8333333333333334, 0.45454545454545453, 0.6842105263157895, 0.9166666666666666]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.0296052839945663,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,7,371,42,103,0.7464285714285716,17,0.6589513556618819,0.6162669014556017,0.4854368932038835,0.4818381180223286,"[0.8125, 0.9333333333333333, 0.5833333333333334, 0.6666666666666666, 0.45454545454545453, 0.5789473684210527, 0.5833333333333334]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.2372531227090142,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,8,371,42,103,0.7887755102040817,16,0.6854090354090354,0.6483642129778173,0.5825242718446602,0.5595085470085469,"[0.75, 1.0, 1.0, 0.2777777777777778, 0.3, 0.7777777777777778, 0.6923076923076923]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.3761488605629314,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,9,372,41,103,0.9190476190476192,14,0.7448960396328818,0.6964597950560872,0.4951456310679611,0.466067266067266,"[0.8666666666666667, 1.0, 0.8333333333333334, 0.7222222222222222, 0.7272727272727273, 0.5263157894736842, 0.5384615384615384]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.7705562710762024,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,10,371,42,103,0.7556122448979593,17,0.6729275841117947,0.635034080120889,0.4466019417475728,0.4714959747854484,"[0.9375, 1.0, 0.5833333333333334, 0.6111111111111112, 0.36363636363636365, 0.631578947368421, 0.5833333333333334]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.2802426652474837,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,11,371,42,103,0.9404761904761906,28,0.6925676662518766,0.6380811943939152,0.5728155339805825,0.5442905048168206,"[0.7333333333333333, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 0.5454545454545454, 0.631578947368421, 0.6153846153846154]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.0484832941808483,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,12,371,42,103,0.8760204081632653,31,0.7575910200910201,0.7275221658751921,0.4466019417475728,0.4446220446220446,"[0.8125, 0.9333333333333333, 0.75, 0.7777777777777778, 0.6363636363636364, 0.7777777777777778, 0.6153846153846154]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.0379171242768114,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,13,371,42,103,0.8091836734693878,19,0.843662185767449,0.8182023293601336,0.2524271844660194,0.2503227766385661,"[1.0, 1.0, 0.75, 0.7222222222222222, 0.7272727272727273, 0.7894736842105263, 0.9166666666666666]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.2016747973181984,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_g,oral_diseases,14,370,42,104,0.8974489795918367,28,0.767065098644046,0.7448531787517088,0.2692307692307692,0.2787224471434998,"[1.0, 0.9333333333333333, 0.8461538461538461, 0.5555555555555556, 0.5, 0.8421052631578947, 0.6923076923076923]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,False,0.0521791113371198,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,0,2636,293,733,0.7264527862650952,18,0.6794921413122736,0.6887656696718942,0.2701227830832196,0.4164076709082578,"[0.9861495844875346, 0.7702702702702703, 0.535, 0.5128205128205128, 0.5932203389830508]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.615350059256321,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,1,2637,293,732,0.6894802598700649,19,0.6627154212290135,0.6457010487102661,0.3319672131147541,0.4734444263973819,"[0.9722991689750693, 0.8243243243243243, 0.405, 0.5526315789473685, 0.559322033898305]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.5913070654723702,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,2,2636,293,733,0.7541379310344828,14,0.6830406931868033,0.685054371520359,0.2728512960436562,0.4164590190417224,"[0.9778393351800554, 0.8378378378378378, 0.51, 0.5641025641025641, 0.5254237288135594]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.8285005804969043,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,3,2636,294,732,0.6594565217391304,16,0.6890917680439255,0.6870295209605239,0.2841530054644808,0.4212373046317362,"[0.9861495844875346, 0.7432432432432432, 0.51, 0.5789473684210527, 0.6271186440677966]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.7579547937323408,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,4,2636,294,732,0.7700574712643677,29,0.6876552823605332,0.7159251985020483,0.2527322404371585,0.4272952703071276,"[0.9722991689750693, 0.7297297297297297, 0.6884422110552764, 0.6410256410256411, 0.4067796610169492]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.370643605001089,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,5,2636,293,733,0.6817528735632183,20,0.6335721740585819,0.6698982948637736,0.2810368349249659,0.4860405677575498,"[0.9750692520775623, 0.7162162162162162, 0.6, 0.4358974358974359, 0.4406779661016949]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.6008345779122376,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,6,2635,294,733,0.7416666666666666,30,0.7238662221688186,0.7578636258140415,0.2046384720327421,0.359725623914553,"[0.9695290858725761, 0.8513513513513513, 0.735, 0.48717948717948717, 0.576271186440678]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.327146257660011,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,7,2637,293,732,0.7126586706646677,22,0.6842042336716735,0.6665934986013969,0.2773224043715847,0.3878905150984121,"[0.9473684210526315, 0.7027027027027027, 0.535, 0.7105263157894737, 0.5254237288135594]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.5598626194930658,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,8,2637,293,732,0.6986469265367317,20,0.6832695852389608,0.6793505738553666,0.2800546448087431,0.43384543034608,"[0.9335180055401662, 0.7432432432432432, 0.6231155778894473, 0.7435897435897436, 0.3728813559322034]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.6330781379124013,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,9,2637,293,732,0.6952048975512245,32,0.6603326180774888,0.6622283662711884,0.2882513661202185,0.4250368828380472,"[0.9473684210526315, 0.7567567567567568, 0.54, 0.4473684210526316, 0.6101694915254238]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.2792100896377389,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,10,2636,293,733,0.7136111111111111,24,0.7205952699278206,0.7477267024706366,0.2442019099590723,0.3887304286521151,"[0.9778393351800554, 0.8243243243243243, 0.67, 0.4358974358974359, 0.6949152542372882]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.4989772938737055,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,11,2636,293,733,0.7286111111111111,23,0.6635704554012455,0.650101543764963,0.2878581173260573,0.4166366145333232,"[0.9279778393351801, 0.7972972972972973, 0.52, 0.5641025641025641, 0.5084745762711864]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.5099666820066732,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,12,2637,293,732,0.7014655172413794,27,0.7024756764370361,0.6884633232838304,0.2677595628415301,0.3855996665241231,"[0.9667590027700831, 0.7567567567567568, 0.515, 0.5789473684210527, 0.6949152542372882]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.4233573478896443,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,13,2637,293,732,0.7348138430784609,22,0.6378174295649366,0.6580598564106582,0.3005464480874317,0.4869796058305627,"[0.9778393351800554, 0.7567567567567568, 0.542713567839196, 0.5897435897435898, 0.3220338983050847]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.5464060313817931,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,aptos2019,14,2637,293,732,0.6860432283858071,18,0.6671013040835568,0.6574095226348002,0.2978142076502732,0.4360816153023298,"[0.9584487534626038, 0.9324324324324325, 0.425, 0.5789473684210527, 0.4406779661016949]",/home/junkim/paper_ajou_dev/PanDerm/data/aptos2019_rs256/,True,False,True,False,True,0.6916681902437676,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,0,370,42,104,0.8760204081632652,17,0.7049260680839629,0.6625696666545695,0.5096153846153846,0.4972588814694078,"[0.8666666666666667, 0.9333333333333333, 0.8461538461538461, 0.6111111111111112, 0.45454545454545453, 0.6842105263157895, 0.5384615384615384]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.2661075300791047,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,1,372,41,103,0.8578231292517007,36,0.7194819069819071,0.6811345649386212,0.4854368932038835,0.4854451104451104,"[0.9375, 1.0, 0.5833333333333334, 0.6111111111111112, 0.5454545454545454, 0.6666666666666666, 0.6923076923076923]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.0283063176215033,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,2,371,42,103,0.7863945578231294,18,0.7727177792967267,0.7412885179954531,0.4951456310679611,0.4812504746715274,"[0.625, 1.0, 0.6666666666666666, 0.7222222222222222, 0.6363636363636364, 0.8421052631578947, 0.9166666666666666]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.2025928497314453,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,3,371,42,103,0.7282312925170068,28,0.8491968557758032,0.8296789296835302,0.2427184466019417,0.2555441634389003,"[0.875, 1.0, 0.9166666666666666, 0.8333333333333334, 0.7272727272727273, 0.8421052631578947, 0.75]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.0381605644625696,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,4,372,41,103,0.8163265306122449,28,0.7495164192532614,0.7085799793178518,0.4660194174757281,0.4493413019728809,"[0.875, 0.9333333333333333, 0.6666666666666666, 0.7222222222222222, 0.6, 0.5263157894736842, 0.9230769230769231]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.0611283464187925,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,5,370,42,104,0.7214285714285715,25,0.8529599055914845,0.8232248065284561,0.3173076923076923,0.3176107518212782,"[1.0, 1.0, 0.8333333333333334, 0.7222222222222222, 0.9090909090909091, 0.7368421052631579, 0.7692307692307693]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.0705502580173991,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,6,371,42,103,0.7226190476190476,22,0.7679283435862383,0.7297690166250317,0.3689320388349514,0.3556618819776714,"[0.8125, 1.0, 0.6666666666666666, 0.6666666666666666, 0.5454545454545454, 0.6842105263157895, 1.0]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.0815784943036057,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,7,371,42,103,0.7464285714285716,17,0.6903907496012759,0.6486704977120674,0.4271844660194174,0.4259939621781727,"[0.875, 1.0, 0.5833333333333334, 0.6666666666666666, 0.5454545454545454, 0.5789473684210527, 0.5833333333333334]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.2259697751565413,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,8,371,42,103,0.8147959183673469,13,0.6056623931623931,0.5549045390384381,0.8058252427184466,0.7789529914529915,"[0.6875, 1.0, 0.6153846153846154, 0.2222222222222222, 0.3, 0.7222222222222222, 0.6923076923076923]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.994876270944422,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,9,372,41,103,0.8986394557823129,14,0.7755098702467124,0.7174213404473875,0.4271844660194174,0.3786672391935549,"[0.9333333333333333, 1.0, 0.8333333333333334, 0.6111111111111112, 0.9090909090909091, 0.5263157894736842, 0.6153846153846154]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.758959873156114,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,10,371,42,103,0.7556122448979593,17,0.6614405331510594,0.6242698037969713,0.4757281553398058,0.5067925495557074,"[0.9375, 1.0, 0.5833333333333334, 0.6666666666666666, 0.36363636363636365, 0.5789473684210527, 0.5]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.2638868120583621,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,11,371,42,103,0.9226190476190476,23,0.7165436902279007,0.6613563487756932,0.5436893203883495,0.5156361182676973,"[0.7333333333333333, 0.9333333333333333, 0.8333333333333334, 0.5555555555555556, 0.6363636363636364, 0.631578947368421, 0.6923076923076923]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.0733027105981653,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
w16_ft2_wce_g,oral_diseases,12,371,42,103,0.8770408163265306,15,0.7924159174159174,0.7436152615927504,0.5145631067961165,0.473533411033411,"[0.625, 1.0, 0.8333333333333334, 0.6666666666666666, 0.9090909090909091, 0.6666666666666666, 0.8461538461538461]",/home/junkim/paper_ajou_dev/PanDerm/data/Oral_Diseases/,True,False,True,False,True,0.5499598627740686,False,,"[22, 23]",group,8249f53f37446d959e44c8634ab23bf707049c4e4e0567a4a4347ba1eff0ac85
